 ,Chamber 1 IntDen,Chamber 2 IntDen,Chamber 3 IntDen,Chamber 4 IntDen,Chamber 5 IntDen,Chamber 6 IntDen,Chamber 7 IntDen,Chamber 8 IntDen,Chamber 9 IntDen,Chamber 10 IntDen,Chamber 11 IntDen,Chamber 12 IntDen,Chamber 13 IntDen,Chamber 14 IntDen,Chamber 15 IntDen,Chamber 16 IntDen,Chamber 17 IntDen,Chamber 18 IntDen,Chamber 19 IntDen,Chamber 20 IntDen,Chamber 21 IntDen,Chamber 22 IntDen,Chamber 23 IntDen,Chamber 24 IntDen,Chamber 25 IntDen,Chamber 26 IntDen,Chamber 27 IntDen,Chamber 28 IntDen,Chamber 29 IntDen,Chamber 30 IntDen,Chamber 31 IntDen,Chamber 32 IntDen,Chamber 33 IntDen,Chamber 34 IntDen,Chamber 35 IntDen,Chamber 36 IntDen,Chamber 37 IntDen,Chamber 38 IntDen,Chamber 39 IntDen,Chamber 40 IntDen,Chamber 41 IntDen,Chamber 42 IntDen,Chamber 43 IntDen,Chamber 44 IntDen,Chamber 45 IntDen,Chamber 46 IntDen,Chamber 47 IntDen,Chamber 48 IntDen,Chamber 49 IntDen,Chamber 50 IntDen,Chamber 51 IntDen,Chamber 52 IntDen,Chamber 53 IntDen,Chamber 54 IntDen,Chamber 55 IntDen,Chamber 56 IntDen,Chamber 57 IntDen,Chamber 58 IntDen,Chamber 59 IntDen,Chamber 60 IntDen,Chamber 61 IntDen,Chamber 62 IntDen,Chamber 63 IntDen,Chamber 64 IntDen,Chamber 65 IntDen,Chamber 66 IntDen,Chamber 67 IntDen,Chamber 68 IntDen,Chamber 69 IntDen,Chamber 70 IntDen,Chamber 71 IntDen,Chamber 72 IntDen,Chamber 73 IntDen,Chamber 74 IntDen,Chamber 75 IntDen,Chamber 76 IntDen,Chamber 77 IntDen,Chamber 78 IntDen,Chamber 79 IntDen,Chamber 80 IntDen,Chamber 81 IntDen,Chamber 82 IntDen,Chamber 83 IntDen,Chamber 84 IntDen,Chamber 85 IntDen,Chamber 86 IntDen,Chamber 87 IntDen,Chamber 88 IntDen,Chamber 89 IntDen,Chamber 90 IntDen,Chamber 91 IntDen,Chamber 92 IntDen,Chamber 93 IntDen,Chamber 94 IntDen,Chamber 95 IntDen,Chamber 96 IntDen,Chamber 97 IntDen,Chamber 98 IntDen,Chamber 99 IntDen,Chamber 100 IntDen,Chamber 101 IntDen,Chamber 102 IntDen,Chamber 103 IntDen,Chamber 104 IntDen,Chamber 105 IntDen,Chamber 106 IntDen,Chamber 107 IntDen,Chamber 108 IntDen,Chamber 109 IntDen,Chamber 110 IntDen,Chamber 111 IntDen,Chamber 112 IntDen,Chamber 113 IntDen,Chamber 114 IntDen,Chamber 115 IntDen,Chamber 116 IntDen,Chamber 117 IntDen,Chamber 118 IntDen,Chamber 119 IntDen,Chamber 120 IntDen,Chamber 121 IntDen,Chamber 122 IntDen,Chamber 123 IntDen,Chamber 124 IntDen,Chamber 125 IntDen,Chamber 126 IntDen,Chamber 127 IntDen,Chamber 128 IntDen,Chamber 129 IntDen,Chamber 130 IntDen,Chamber 131 IntDen,Chamber 132 IntDen,Chamber 133 IntDen,Chamber 134 IntDen,Chamber 135 IntDen,Chamber 136 IntDen,Chamber 137 IntDen,Chamber 138 IntDen,Chamber 139 IntDen,Chamber 140 IntDen,Chamber 141 IntDen,Chamber 142 IntDen,Chamber 143 IntDen,Chamber 144 IntDen,Chamber 145 IntDen,Chamber 146 IntDen,Chamber 147 IntDen,Chamber 148 IntDen,Chamber 149 IntDen,Chamber 150 IntDen,Chamber 151 IntDen,Chamber 152 IntDen,Chamber 153 IntDen,Chamber 154 IntDen,Chamber 155 IntDen,Chamber 156 IntDen,Chamber 157 IntDen,Chamber 158 IntDen,Chamber 159 IntDen,Chamber 160 IntDen
30,1101297.000,822457.000,885967.000,935290.000,995074.000,1015723.000,1049872.000,1980145.000,1214322.000,1141777,1172860,1930743.000,1199224.000,1167114.000,1138787.000,2150879.000,2263834.000,1069452,1517969.000,972098.000,794748.000,835038.000,887429.000,1233713.000,987125.000,1017569.000,1071445.000,1104547.000,1146128.000,1164396,1210430.000,1194830,1257163.000,1871040.000,1150475,1312737.000,1151412.000,1840073.000,1379522.000,1053870.000,824550.000,872521.000,916739.000,962538.000,997198.000,1844053.000,1102526.000,1449901.000,1180200,1189486,1208866.000,1183749.000,1254960.000,2180847.000,1155785,1932960.000,1508533.000,1981441.000,1112108.000,1059961.000,834432.000,873997.000,920291.000,965091.000,987973.000,1035653.000,1073769.000,1112142,1144012,1186640.000,1916222.000,1794900.000,1286752.000,1170414,1142640,1123807.000,1954655.000,1557433.000,1046165.000,1093725.000,842006.000,883846.000,920161.000,955018.000,1693675.000,1046640.000,1068076.000,1097204.000,1129507,1167834,1767374.000,1229155.000,2103206.000,1155371,1599719.000,1834218.000,1873060.000,1053161.000,1015881.000,1010150.000,845785.000,901994.000,931720.000,954592.000,994352.000,1041388.000,1063828.000,1101697.000,1123810,1628254.000,1170685,1725340.000,1162157,1984317.000,2002575.000,1764941.000,1109827.000,1768856.000,1490704.000,1014917.000,838777.000,886440.000,2051588.000,973980.000,993233.000,1029943.000,1061651.000,1090995.000,1119617.000,1141800,1937163.000,1757430.000,1152333,1168332.000,1143798.000,1894984.000,1896298.000,1619001.000,1874051.000,1025003.000,840369.000,918396.000,950362.000,1283776.000,980146.000,1561183.000,1059122.000,1069877.000,1075582.000,1107963.000,1108562.000,1107370,1662961.000,1104632.000,1910496.000,1985946.000,1609131.000,1522255.000,1469700.000,957162.000
31,1110040.000,819535.000,885703.000,929805.000,996231.000,1009978.000,1048158.000,1974665.000,1227180.000,1138411,1169445,1943411.000,1208650.000,1171928.000,1142284.000,2158485.000,2284692.000,1068414,1528901.000,976342.000,790028.000,831535.000,884955.000,1239140.000,984626.000,1016336.000,1067414.000,1101104.000,1141427.000,1161074,1204651.000,1190366,1262451.000,1875735.000,1147118,1335010.000,1151618.000,1844583.000,1386170.000,1063498.000,820948.000,868795.000,912928.000,955656.000,992866.000,1850489.000,1096418.000,1474070.000,1173875,1182528,1198805.000,1179756.000,1261430.000,2199712.000,1148711,1942039.000,1532510.000,2009663.000,1106878.000,1056231.000,832974.000,871239.000,914077.000,957994.000,983792.000,1028471.000,1071576.000,1108534,1140536,1178630.000,1919901.000,1805586.000,1302410.000,1168500,1137993,1119731.000,1963759.000,1562934.000,1041706.000,1106744.000,838607.000,881842.000,916168.000,948618.000,1701266.000,1042114.000,1061655.000,1089847.000,1124817,1163119,1770151.000,1234491.000,2118029.000,1153307,1605106.000,1845572.000,1875199.000,1047453.000,1014055.000,1005214.000,842023.000,895965.000,928326.000,950868.000,990910.000,1039324.000,1059065.000,1095116.000,1120516,1626798.000,1165840,1728039.000,1156898,1993751.000,2014907.000,1767218.000,1102025.000,1779291.000,1500912.000,1015822.000,838074.000,884636.000,2069868.000,968882.000,988729.000,1024544.000,1057684.000,1084704.000,1113564.000,1136890,1950025.000,1798925.000,1151676,1171629.000,1143796.000,1906647.000,1913802.000,1621831.000,1890298.000,1026697.000,834071.000,913677.000,949280.000,1299032.000,977400.000,1577632.000,1054483.000,1061377.000,1072582.000,1101122.000,1101136.000,1103419,1669040.000,1108229.000,1925245.000,1997755.000,1613955.000,1526679.000,1472039.000,955546.000
32,1112598.000,817180.000,880092.000,930068.000,997896.000,1003183.000,1046140.000,1968963.000,1244198.000,1131861,1161097,1951366.000,1212837.000,1175317.000,1145762.000,2172175.000,2306762.000,1068721,1536736.000,978743.000,788256.000,827672.000,882555.000,1239880.000,978032.000,1011675.000,1060412.000,1097386.000,1139017.000,1158161,1199705.000,1186832,1273318.000,1885169.000,1142180,1355027.000,1159617.000,1854300.000,1391631.000,1078502.000,818240.000,865020.000,906765.000,953916.000,989327.000,1855251.000,1093109.000,1506681.000,1171021,1177499,1193112.000,1174985.000,1270612.000,2218597.000,1145957,1944401.000,1552881.000,2029661.000,1105343.000,1053036.000,828407.000,868865.000,911419.000,958922.000,980976.000,1024219.000,1065714.000,1104093,1136565,1175208.000,1921323.000,1812427.000,1320257.000,1163176,1132136,1113766.000,1968992.000,1567262.000,1034729.000,1121825.000,836378.000,880095.000,914015.000,946232.000,1709879.000,1037070.000,1057605.000,1086341.000,1118470,1158048,1775039.000,1243924.000,2131037.000,1149296,1607075.000,1850926.000,1872629.000,1042957.000,1006037.000,998140.000,838758.000,892061.000,924231.000,949158.000,985977.000,1034487.000,1056003.000,1088639.000,1116600,1628453.000,1161431,1736476.000,1152693,2001328.000,2030690.000,1770994.000,1097478.000,1790657.000,1508907.000,1018217.000,835382.000,880893.000,2090003.000,965859.000,982817.000,1020913.000,1050473.000,1079244.000,1104217.000,1130984,1957253.000,1843860.000,1143637,1178057.000,1147963.000,1910536.000,1931817.000,1624252.000,1900467.000,1024663.000,833276.000,912944.000,949618.000,1318439.000,974022.000,1593916.000,1050635.000,1057415.000,1066178.000,1094455.000,1096632.000,1097242,1677752.000,1111097.000,1933119.000,2011174.000,1612563.000,1529910.000,1477096.000,961557.000
33,1121126.000,815860.000,875664.000,923724.000,1007395.000,1001139.000,1044929.000,1965470.000,1260880.000,1127231,1157437,1959831.000,1221080.000,1184778.000,1153657.000,2179922.000,2333528.000,1074715,1546248.000,983076.000,784122.000,824309.000,877635.000,1245088.000,974185.000,1008563.000,1061138.000,1096298.000,1137323.000,1152289,1196633.000,1183026,1288840.000,1892120.000,1139541,1374332.000,1167110.000,1865577.000,1396162.000,1092120.000,815075.000,860444.000,904649.000,949958.000,984370.000,1865499.000,1087431.000,1529757.000,1163932,1171623,1192340.000,1169848.000,1283575.000,2236558.000,1141377,1952618.000,1575844.000,2054436.000,1109318.000,1048254.000,827912.000,865063.000,908155.000,956181.000,976990.000,1020918.000,1061390.000,1100346,1131357,1171185.000,1926199.000,1823786.000,1340120.000,1157528,1129915,1109797.000,1976119.000,1571178.000,1031327.000,1142439.000,832829.000,873518.000,911126.000,941289.000,1713457.000,1036065.000,1055209.000,1085816.000,1117062,1155800,1778188.000,1250307.000,2144758.000,1145408,1611651.000,1858800.000,1874084.000,1037789.000,1001597.000,994895.000,837258.000,890513.000,920545.000,942896.000,983684.000,1030663.000,1053875.000,1085958.000,1113126,1630517.000,1157962,1738724.000,1148868,2015159.000,2044272.000,1778731.000,1091754.000,1798190.000,1521478.000,1019524.000,830528.000,879385.000,2111002.000,963835.000,977329.000,1016641.000,1045938.000,1074510.000,1105808.000,1125823,1967862.000,1888207.000,1141212,1183352.000,1154199.000,1922599.000,1944608.000,1630107.000,1917826.000,1026666.000,827981.000,911159.000,944866.000,1334978.000,968524.000,1613295.000,1047257.000,1055180.000,1059450.000,1092125.000,1093192.000,1094869,1685390.000,1115192.000,1944950.000,2027938.000,1617419.000,1534848.000,1483969.000,964094.000
34,1123206.000,811435.000,874414.000,919531.000,1012647.000,997476.000,1043445.000,1954446.000,1276162.000,1124769,1150374,1969642.000,1229500.000,1192000.000,1163576.000,2189089.000,2351946.000,1072815,1557251.000,983107.000,781337.000,821543.000,875926.000,1244662.000,971412.000,1003798.000,1054642.000,1092691.000,1133740.000,1146588,1194523.000,1175358,1302277.000,1898219.000,1136875,1392254.000,1178454.000,1872006.000,1401559.000,1107425.000,812787.000,857373.000,901730.000,947229.000,977825.000,1871271.000,1084229.000,1554712.000,1160467,1166432,1186223.000,1165639.000,1297632.000,2254858.000,1136068,1958470.000,1588124.000,2074937.000,1110430.000,1044843.000,826181.000,862122.000,906104.000,949401.000,974915.000,1018332.000,1058918.000,1096738,1127230,1167530.000,1925098.000,1833374.000,1360395.000,1155599,1125207,1105043.000,1972498.000,1573755.000,1025620.000,1158605.000,829416.000,871565.000,908288.000,940520.000,1719566.000,1033172.000,1051072.000,1081635.000,1112844,1151844,1780768.000,1256586.000,2155847.000,1140792,1617819.000,1863871.000,1872598.000,1034942.000,999176.000,990192.000,834679.000,883959.000,917040.000,941895.000,978293.000,1024122.000,1048392.000,1083029.000,1106328,1628157.000,1154201,1738316.000,1144445,2019253.000,2050698.000,1782655.000,1089128.000,1809525.000,1530864.000,1023497.000,828629.000,875180.000,2129786.000,960728.000,974125.000,1013052.000,1042664.000,1069999.000,1097645.000,1121257,1974608.000,1926830.000,1135867,1185188.000,1158579.000,1923358.000,1959545.000,1633335.000,1933205.000,1032354.000,827374.000,907659.000,941907.000,1347644.000,965192.000,1624909.000,1041999.000,1051367.000,1054420.000,1087379.000,1087355.000,1090282,1693438.000,1118591.000,1954198.000,2037296.000,1619325.000,1539656.000,1488333.000,970509.000
35,1130140.000,808711.000,871561.000,917033.000,1023441.000,993224.000,1044875.000,1951272.000,1294064.000,1118511,1146678,1976495.000,1241223.000,1199468.000,1171159.000,2194111.000,2375649.000,1074029,1565639.000,989831.000,778620.000,820073.000,870867.000,1246657.000,967738.000,998985.000,1051796.000,1086969.000,1131240.000,1143758,1190892.000,1172073,1313231.000,1903502.000,1132244,1408301.000,1187345.000,1874520.000,1406973.000,1121315.000,810680.000,854175.000,897773.000,944044.000,976752.000,1876880.000,1080947.000,1580547.000,1158547,1162389,1181080.000,1163985.000,1313695.000,2272682.000,1133106,1962902.000,1608937.000,2099248.000,1111816.000,1040448.000,824087.000,861666.000,904589.000,947029.000,973924.000,1013710.000,1053446.000,1092495,1122860,1162446.000,1925954.000,1840003.000,1377162.000,1152782,1120175,1100003.000,1976396.000,1578737.000,1022762.000,1176966.000,829206.000,869950.000,902513.000,937607.000,1724354.000,1030472.000,1046659.000,1077241.000,1110758,1147971,1784193.000,1266213.000,2166356.000,1137457,1619497.000,1866268.000,1869576.000,1028705.000,993847.000,986407.000,832534.000,882579.000,910567.000,937561.000,976065.000,1026625.000,1045329.000,1079548.000,1103485,1630224.000,1148323,1741795.000,1140031,2026635.000,2064003.000,1790647.000,1084330.000,1814297.000,1538214.000,1027963.000,826296.000,873198.000,2155197.000,957756.000,972532.000,1008505.000,1038447.000,1066095.000,1095565.000,1115457,1981902.000,1963869.000,1131587,1193211.000,1169565.000,1930058.000,1970731.000,1635912.000,1943539.000,1039113.000,824469.000,905409.000,938879.000,1364855.000,960106.000,1639896.000,1039293.000,1047896.000,1049820.000,1080999.000,1084416.000,1087552,1700205.000,1126050.000,1962406.000,2049179.000,1622454.000,1543619.000,1485834.000,976837.000
36,1135412.000,805261.000,865324.000,913492.000,1032440.000,986921.000,1043089.000,1945498.000,1311929.000,1115874,1141672,1984484.000,1254679.000,1209501.000,1181409.000,2191177.000,2394908.000,1079281,1574757.000,993759.000,777952.000,816435.000,870855.000,1247080.000,964492.000,997944.000,1049067.000,1084080.000,1127792.000,1142086,1184195.000,1167863,1336112.000,1907555.000,1128637,1422834.000,1195490.000,1878700.000,1409388.000,1143152.000,804334.000,850746.000,895103.000,940031.000,974940.000,1878277.000,1076563.000,1603026.000,1152287,1158780,1179718.000,1159043.000,1334665.000,2285494.000,1129157,1967889.000,1622519.000,2121507.000,1117644.000,1033392.000,821421.000,858027.000,901030.000,946375.000,969328.000,1010523.000,1053937.000,1089487,1120094,1160483.000,1924035.000,1846156.000,1398553.000,1149927,1118836,1095209.000,1978927.000,1579016.000,1019874.000,1196935.000,828000.000,866672.000,902787.000,933384.000,1731511.000,1026076.000,1046531.000,1074295.000,1105880,1144810,1788326.000,1276523.000,2179183.000,1135836,1624463.000,1873860.000,1868833.000,1025908.000,990541.000,981917.000,829034.000,877510.000,910210.000,935943.000,972551.000,1022582.000,1041605.000,1075174.000,1101074,1628272.000,1145715,1743441.000,1138759,2037713.000,2077303.000,1795170.000,1076831.000,1821075.000,1545886.000,1034776.000,823662.000,868784.000,2168443.000,953291.000,966473.000,1006539.000,1036052.000,1064575.000,1093392.000,1113335,1987882.000,1999002.000,1130719,1204262.000,1176004.000,1937469.000,1983706.000,1639188.000,1951923.000,1045194.000,820876.000,902108.000,938493.000,1377144.000,957741.000,1653291.000,1033733.000,1041903.000,1048301.000,1076944.000,1079299.000,1084475,1704529.000,1134242.000,1968948.000,2060884.000,1625960.000,1551293.000,1494067.000,983591.000
37,1140300.000,801112.000,864260.000,909450.000,1042635.000,981215.000,1044147.000,1939636.000,1328426.000,1111288,1136693,1992029.000,1265636.000,1220537.000,1193819.000,2197106.000,2416236.000,1082132,1583257.000,998422.000,772988.000,813294.000,866810.000,1250611.000,962710.000,996217.000,1046143.000,1080184.000,1129136.000,1136053,1180523.000,1163180,1351084.000,1913255.000,1124315,1438888.000,1210467.000,1881208.000,1417817.000,1157926.000,803936.000,847803.000,891321.000,938607.000,971148.000,1880516.000,1072587.000,1622562.000,1148247,1155416,1174294.000,1160285.000,1350262.000,2299461.000,1125764,1977509.000,1635234.000,2137174.000,1119871.000,1030106.000,819348.000,857002.000,899627.000,943874.000,967045.000,1010189.000,1049147.000,1086837,1116964,1158389.000,1924916.000,1849652.000,1418080.000,1148210,1113087,1094074.000,1976806.000,1577433.000,1013021.000,1216066.000,823124.000,866313.000,900586.000,929395.000,1732000.000,1023133.000,1039866.000,1071335.000,1102644,1139684,1789322.000,1288304.000,2182782.000,1132506,1629701.000,1878708.000,1866633.000,1025549.000,986812.000,981222.000,828172.000,874127.000,905255.000,931365.000,970069.000,1018784.000,1040250.000,1075384.000,1095782,1626751.000,1145937,1749188.000,1134866,2043700.000,2090127.000,1800321.000,1070902.000,1829516.000,1555280.000,1041305.000,821648.000,867140.000,2187904.000,949721.000,963733.000,1000501.000,1031156.000,1058125.000,1087903.000,1112070,1992316.000,2040139.000,1128515,1212242.000,1189518.000,1938860.000,1994549.000,1640204.000,1960534.000,1054739.000,817139.000,900427.000,934282.000,1395014.000,953160.000,1667637.000,1026226.000,1034952.000,1043621.000,1072482.000,1073764.000,1076625,1708458.000,1139673.000,1977155.000,2071562.000,1624322.000,1556852.000,1496957.000,995081.000
38,1143530.000,798672.000,859087.000,903745.000,1055801.000,979069.000,1048271.000,1933624.000,1345979.000,1106020,1131503,1995562.000,1278574.000,1230762.000,1204291.000,2195044.000,2430893.000,1087474,1592948.000,1005665.000,770268.000,811467.000,865125.000,1252348.000,961314.000,992789.000,1041801.000,1078268.000,1125471.000,1134160,1178009.000,1162296,1376269.000,1918666.000,1121248,1453012.000,1223044.000,1882753.000,1420759.000,1173057.000,802189.000,847313.000,888711.000,933751.000,967177.000,1883965.000,1070794.000,1645128.000,1145968,1150298,1173836.000,1157205.000,1366133.000,2316181.000,1124599,1981170.000,1648731.000,2156849.000,1123301.000,1026888.000,817266.000,854391.000,895617.000,939017.000,965401.000,1008861.000,1047651.000,1084876,1115517,1154084.000,1928547.000,1854651.000,1439207.000,1145613,1111656,1091048.000,1979673.000,1583292.000,1009001.000,1235036.000,822383.000,864016.000,896515.000,931142.000,1736270.000,1021479.000,1040999.000,1068998.000,1101474,1139288,1793518.000,1300576.000,2194504.000,1129950,1633108.000,1883597.000,1863193.000,1020049.000,983260.000,977641.000,827430.000,870913.000,902414.000,931302.000,966321.000,1014647.000,1038018.000,1071641.000,1095539,1629858.000,1139413,1750662.000,1132048,2050966.000,2103407.000,1805603.000,1068666.000,1835252.000,1562306.000,1050360.000,818215.000,863056.000,2209580.000,947011.000,961290.000,998009.000,1031692.000,1056309.000,1087455.000,1107118,1998248.000,2079672.000,1126017,1223466.000,1201966.000,1947240.000,2003776.000,1646682.000,1975592.000,1064421.000,814726.000,896344.000,931315.000,1408810.000,950392.000,1679320.000,1024007.000,1031876.000,1041212.000,1070571.000,1071172.000,1075405,1719886.000,1147786.000,1982500.000,2083802.000,1625910.000,1563345.000,1498071.000,1001128.000
39,1148476.000,796827.000,854916.000,900046.000,1069615.000,974399.000,1049609.000,1924598.000,1360905.000,1104811,1127936,2006042.000,1293252.000,1244662.000,1217548.000,2194833.000,2453565.000,1091020,1602007.000,1010263.000,768877.000,808550.000,860713.000,1252555.000,958755.000,989767.000,1040091.000,1075049.000,1125188.000,1133879,1178335.000,1159720,1398411.000,1927628.000,1117209,1464692.000,1239261.000,1885045.000,1423890.000,1188771.000,799675.000,844332.000,886380.000,933274.000,964073.000,1882167.000,1068497.000,1666284.000,1142212,1148655,1169305.000,1155176.000,1387327.000,2328347.000,1120708,1989050.000,1661956.000,2176867.000,1152236.000,1023668.000,816186.000,853540.000,894233.000,939065.000,963394.000,1006683.000,1045519.000,1082427,1111924,1152707.000,1931010.000,1861345.000,1459836.000,1144194,1109681,1087687.000,1983310.000,1583882.000,1009733.000,1257740.000,823400.000,862602.000,895361.000,928922.000,1736231.000,1019263.000,1038517.000,1067261.000,1101824,1141623,1800825.000,1312498.000,2200019.000,1130082,1636664.000,1892600.000,1862132.000,1016562.000,979434.000,974389.000,824251.000,869524.000,901715.000,927545.000,964978.000,1013928.000,1036111.000,1069148.000,1091092,1629947.000,1135556,1754641.000,1129284,2055740.000,2112147.000,1808951.000,1066116.000,1841592.000,1569334.000,1058786.000,815866.000,862028.000,2225285.000,947853.000,957657.000,995536.000,1026709.000,1053910.000,1082582.000,1103458,2005538.000,2110848.000,1123529,1234912.000,1212708.000,1950501.000,2014949.000,1647614.000,1983457.000,1077956.000,814558.000,895815.000,926544.000,1420866.000,947135.000,1692640.000,1021747.000,1030533.000,1038516.000,1064288.000,1068222.000,1072372,1727376.000,1155416.000,1992814.000,2093083.000,1629129.000,1568848.000,1503262.000,1011804.000
40,1157389.000,791431.000,854826.000,895912.000,1084727.000,972764.000,1051462.000,1920853.000,1377045.000,1100724,1123524,2015107.000,1306198.000,1255577.000,1228163.000,2194687.000,2468947.000,1095378,1608035.000,1017553.000,766524.000,807184.000,859235.000,1252251.000,955574.000,987586.000,1039356.000,1073225.000,1122462.000,1130504,1172181.000,1157088,1419180.000,1930054.000,1116596,1479287.000,1255934.000,1889784.000,1429553.000,1205684.000,798860.000,843370.000,886945.000,930309.000,963626.000,1877247.000,1064229.000,1683773.000,1139812,1146678,1165977.000,1154488.000,1411625.000,2335304.000,1119065,1997706.000,1673096.000,2193742.000,1179277.000,1019130.000,813284.000,849218.000,892966.000,936159.000,963096.000,1002034.000,1041495.000,1079822,1111218,1153519.000,1929603.000,1862806.000,1478862.000,1144622,1109669,1085425.000,1977627.000,1583552.000,1005857.000,1275059.000,820832.000,859974.000,893966.000,927329.000,1735544.000,1018839.000,1034208.000,1066450.000,1098448,1138884,1798479.000,1323551.000,2208071.000,1127991,1638261.000,1895898.000,1859144.000,1015316.000,977046.000,973252.000,824936.000,865004.000,899896.000,926797.000,964288.000,1010126.000,1033559.000,1065696.000,1087347,1630368.000,1134219,1759978.000,1127481,2062377.000,2124269.000,1814294.000,1063887.000,1844790.000,1575755.000,1071597.000,813401.000,859976.000,2240221.000,943107.000,956331.000,993827.000,1024680.000,1050853.000,1078635.000,1101632,2013440.000,2149706.000,1121248,1246857.000,1226055.000,1953438.000,2025121.000,1649398.000,1994489.000,1093382.000,809463.000,892536.000,924813.000,1434125.000,943595.000,1703895.000,1017907.000,1025976.000,1034710.000,1061683.000,1064788.000,1071130,1730042.000,1163637.000,1998171.000,2103183.000,1630638.000,1569566.000,1506929.000,1020713.000
41,1157884.000,790308.000,852390.000,894281.000,1099919.000,969918.000,1055473.000,1915178.000,1393742.000,1099450,1119447,2018649.000,1321952.000,1269423.000,1243928.000,2194189.000,2492373.000,1105748,1614265.000,1022212.000,762419.000,804000.000,857325.000,1256389.000,953169.000,985808.000,1036825.000,1071276.000,1121106.000,1128383,1171212.000,1153881,1444266.000,1936400.000,1116530,1493397.000,1273475.000,1896436.000,1432999.000,1220735.000,798016.000,840017.000,880600.000,927353.000,960889.000,1882783.000,1062547.000,1704793.000,1140895,1145648,1166659.000,1152018.000,1428673.000,2345791.000,1118859,1999187.000,1684193.000,2208560.000,1208995.000,1016057.000,814919.000,850532.000,891366.000,934320.000,960448.000,1002802.000,1043818.000,1077523,1109978,1150140.000,1933425.000,1867312.000,1498921.000,1142083,1106473,1084200.000,1983623.000,1587452.000,1003445.000,1286904.000,819649.000,860063.000,893238.000,923755.000,1737965.000,1015544.000,1035878.000,1064415.000,1096765,1140015,1799585.000,1341215.000,2217847.000,1125745,1639242.000,1901769.000,1853800.000,1014174.000,975029.000,972655.000,822465.000,864168.000,897675.000,925610.000,963530.000,1012032.000,1033508.000,1066655.000,1087249,1629205.000,1134446,1760593.000,1125339,2064031.000,2129187.000,1819109.000,1059017.000,1850243.000,1580794.000,1081852.000,812697.000,858731.000,2256524.000,945592.000,952932.000,990299.000,1022154.000,1046604.000,1076636.000,1095496,2021225.000,2179143.000,1118360,1263810.000,1239775.000,1959022.000,2036233.000,1656362.000,2004774.000,1106096.000,806088.000,889435.000,922272.000,1449010.000,943305.000,1716113.000,1016189.000,1023779.000,1033990.000,1062087.000,1062526.000,1069262,1737010.000,1174264.000,2004796.000,2112637.000,1632291.000,1573439.000,1510582.000,1031941.000
42,1166109.000,787142.000,847401.000,892122.000,1115449.000,967751.000,1060132.000,1907015.000,1404584.000,1096518,1115786,2026787.000,1334154.000,1280531.000,1257619.000,2184854.000,2507171.000,1109867,1621727.000,1028177.000,761637.000,802466.000,856636.000,1254641.000,952641.000,985873.000,1036408.000,1068909.000,1121426.000,1126854,1170495.000,1151896,1468622.000,1947890.000,1113571,1502018.000,1291242.000,1897883.000,1434744.000,1234711.000,795538.000,839462.000,880829.000,925411.000,957319.000,1882302.000,1063191.000,1716988.000,1140306,1143578,1165611.000,1151321.000,1446729.000,2357659.000,1115895,2008317.000,1696582.000,2225127.000,1233271.000,1013973.000,811758.000,848162.000,892297.000,934489.000,961752.000,1001789.000,1042063.000,1075973,1107708,1148457.000,1931438.000,1869614.000,1517113.000,1139230,1106450,1080562.000,1977417.000,1585841.000,1002558.000,1303901.000,818887.000,858064.000,891631.000,922358.000,1742598.000,1013898.000,1031977.000,1064482.000,1094208,1137614,1801363.000,1354111.000,2226589.000,1124999,1645261.000,1904665.000,1851479.000,1013145.000,971776.000,971896.000,821809.000,862824.000,895433.000,925147.000,961542.000,1007969.000,1031396.000,1065647.000,1088137,1628916.000,1133175,1764009.000,1122812,2066443.000,2138733.000,1827363.000,1056198.000,1855791.000,1586751.000,1093841.000,809822.000,854683.000,2275708.000,939485.000,952522.000,987306.000,1020387.000,1045118.000,1076638.000,1094158,2028137.000,2209073.000,1118242,1274152.000,1255434.000,1960190.000,2047017.000,1657713.000,2011572.000,1120100.000,805405.000,887831.000,917981.000,1461653.000,942778.000,1730351.000,1010274.000,1020561.000,1031515.000,1058187.000,1057962.000,1070347,1744198.000,1181757.000,2013208.000,2122438.000,1634765.000,1579580.000,1515416.000,1039895.000
